"date","time","account","text"
"2024-12-17","10:38:54","平野翔大｜著書「ポストイクメンの男性育児」(中公新書ラクレ)@waterfall27fly","本日は法政大学にて、長岡先生の経営組織論でお話させて頂きます！
毎年このタイミングでDE&Iについて考える機会があるのは良い。

ぜひ皆さん遠慮なくコメントくださいませ！#mgtorg2024"
"2024-12-17","10:44:09","まめきち@mamekiti_hamham","可愛いティーカップだ！☕️#mgtorg2024pic.x.com/RAVfuMn3CI"
"2024-12-17","10:44:21","801h@_801h","おはようございます。
前回は急用で行けなかったのでYouTubeのアーカイブを拝借。正直今までで一番自分に痛く突き刺さったような気がしてなりません...
ついでに新しく購入したワイヤレスイヤホンのテストも兼ねて。音質良すぎ。#mgtorg2024"
"2024-12-17","10:45:47","801h@_801h","レポートに具体性を持たせようとしても結局抽象度が高すぎるものになって、「で？」という自問自答が止まらない。抽象的に話そうとするのが癖になっているのかなぁ・・・と反省していたり。#mgtorg2024"
"2024-12-17","10:46:17","まる@oDApfas7DPvsAp3","おはようございます☀️
ゲスト講義楽しみにしてました〜！！#mgtorg2024"
"2024-12-17","10:47:15","ペパーミント@If8Rywjdt","週末は南相馬に行ってきた！！メッッチャ楽しかった#GandN#mgtorg2024pic.x.com/CUVyLiL1xD"
"2024-12-17","10:47:32","味噌ラーメン@yuta_mgtorg2024","中央線が朝から爆遅れ
オンラインにしたから回避しました。笑#GandN#mgtorg2024"
"2024-12-17","10:47:46","noir@hoseinoir","#mgtorg2024【悲報】平熱5.5民、死を迎える……pic.x.com/pg4M3bx2Nt"
"2024-12-17","10:47:58","プロガムラー@googlevsapplevs","振り返りレポートをWordで保存してて
提出するのを忘れてたけど
1分前に問題なく出せた
😅#mgtorg2024"
"2024-12-17","10:48:03","平野翔大｜著書「ポストイクメンの男性育児」(中公新書ラクレ)@waterfall27fly","昨日の夜、やっと弾きたかった曲の難所をクリアした！（はず）
毎夜ピアノ弾く生活良き。#mgtorg2024#GandN"
"2024-12-17","10:48:11","コーギー@bT1HSYG1Jrx8Plb","#mgtorg2024AIとの五目並べ
昨日は五連勝できた"
"2024-12-17","10:48:14","Metallica@dsmpG44yCS3083","#mgtorg2024昨日は友達と久しぶりに遊べてよかった。"
"2024-12-17","10:48:17","801h@_801h","さっきも触れましたが新しくワイヤレスイヤホンを買いました（ちょっと前に壊れたものの代用品）。
少しお高い分音質が良すぎて前のに戻れる気がしない・・・#mgtorg2024#GandN"
"2024-12-17","10:48:18","プリン@DFJCjy4gHbruyGo","おはようございます！
昨日は神戸から来た友達とクリスマスマーケットに🤭🎄#GandN#mgtorg2024pic.x.com/iHQR900jne"
