"date","time","account","text"
"2024-10-22","10:00:36","長岡 健@TakeruNagaoka","経営組織論（第５回）「企業文化と日本的経営」#mgtorg2024おはようございます。ようやく秋っぽくなりました。とはいえ、私の周りには気温の変化で体調を崩している人もいます。健康も組織経営も、肝心なのは「治療」の前の「予防」ですね。

さあ今日も楽しく学ぼう！pic.x.com/WxMbB4uept"
"2024-10-22","10:43:01","シカ@shika_deshika","おはようございます#mgtorg2024"
"2024-10-22","10:43:14","パセリ@7iOzaki","#mgtorg2024おはようございます"
"2024-10-22","10:43:20","あもーれ@1sfzWkHIGu6XdGs","2週間ぶりの久しぶりの授業。体調も崩しちゃってるので、無理せずできることをやっていきたいなぁ。#mgtorg2024"
"2024-10-22","10:43:46","竹@hundred_bamboo","おはようございます！
イチョウのお話がありましたが、所属校の関西大学はイチョウだらけ＆銀杏踏みまくりなのでなかなかの香りです笑
今週もお願いします！#mgtorg2024"
"2024-10-22","10:43:55","noir@hoseinoir","#mgtorg2024昨日はグッと気温が落ちたなあ
今日はなんかまだ快適かも
気温差が大きいからみんな風邪気を付けて"
"2024-10-22","10:45:14","ペパーミント@If8Rywjdt","最悪。アイスコーヒーの蓋、２つ取ってた…無駄すぎる#mgtorg2024pic.x.com/tHcxxxBkgu"
"2024-10-22","10:45:29","プリン@DFJCjy4gHbruyGo","おはようございます🐈🧶
遅延してるから遅れると思いきや、逆に早くついた✌🏻#mgtorg2024"
"2024-10-22","10:46:44","まる@oDApfas7DPvsAp3","おはようございます☀️

電車遅延してて、大学までの道も人多すぎてびっくりした😳
昨日は寒かったけど、今日は過ごしやすい気温だ〜#mgtorg2024"
"2024-10-22","10:48:35","竹@hundred_bamboo","新幹線通学🚄なので、運休orダイヤ乱れの時にオンライン使わせていただこうと思って温存中…#mgtorg2024"
"2024-10-22","10:49:23","こんぺい@yu813508346040","昨日、久しぶりに一日中運動して体がバキバキです🫠
運動不足かんじてます…スポーツの秋！🍁#mgtorg2024"
"2024-10-22","10:49:43","まんじゅう@QLVCU1YlWT2mPef","おはようございます☀️
大内山校舎のエレベーターすごい混んでてびっくり。#mgtorg2024"
"2024-10-22","10:51:57","801h@_801h","おはようございます。#mgtorg2024"
"2024-10-22","10:51:59","竹@hundred_bamboo","今日駅の自販機見たらあったかいココアが入ってて、そういう時期なのだと感じる♨️#mgtorg2024"
