"date","time","account","text"
"2024-12-03","09:47:51","長岡 健@TakeruNagaoka","経営組織論（第11回）「変化と適応」#mgtorg2024おはようございます。いい朝です。カフェゼミまで2日となり昂ってきたのか、早く目覚めたので、さっそく市ヶ谷へ。 

If you want to go fast, go alone. If you want to go far, go together.

さあ今日も楽しく学ぼう！cafezemi65.peatix.com"
"2024-12-03","10:41:17","まる@oDApfas7DPvsAp3","おはようございます☀️
アイコン変えました✨️#mgtorg2024"
"2024-12-03","10:41:21","味噌ラーメン@yuta_mgtorg2024","おはようございます☀
朝から犬の散歩に行きました。#GandN#mgtorg2024"
"2024-12-03","10:42:26","801h@_801h","おはようございます。
12月に入って本格的に寒くなってきましたが、ようやく体調が上向きになってきてリアルタイムで参加します（前回も無理矢理いたのですが結局まともにコメントもできず・・・無茶ダメ）。
なんと1ヵ月ぶりという驚愕の事実。今回のテーマ３回分はしっかり参加したい！#mgtorg2024"
"2024-12-03","10:42:46","Metallica@dsmpG44yCS3083","#mgtorg2024最近スマホ買い替えたんだけど、めちゃくちゃ快適✨昨日もずっとやってしまった…"
"2024-12-03","10:42:46","まる@oDApfas7DPvsAp3","昨日先生が差し入れてくれたチョコケーキが本当に美味しすぎました！！
箱についたチョコレートまでしっかりきれいに食べましたよ！！！🍫#GandN#mgtorg2024pic.x.com/Ycvd5IGJ9X"
"2024-12-03","10:43:30","はるまき@harumak3_4","#mgtorg2024#GandN24時間以内に起きたよかったことは、就活が順調に進むことができ、な企業側が名前を覚えてくれてたことです、"
"2024-12-03","10:43:45","けいたつ I 世界に名が轟く会社をつくる@_kk_marumaru","いいビジネスモデル思いつきました、大学生の機会損失を0にします！#mgtorg2024"
"2024-12-03","10:43:47","こんぺい@yu813508346040","昨日は旅行帰りのゼミ生にお土産いっぱいもらいました！🧀🍠@mamekiti_hamhamごちそうさま！#mgtorg2024#GandNpic.x.com/rHlq2UuVqv"
"2024-12-03","10:44:27","けいたつ I 世界に名が轟く会社をつくる@_kk_marumaru","今日はオンラインから受けまーす！おねしゃーす！#mgtorg2024"
"2024-12-03","10:45:00","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024#GandN昨晩からみかんの皮でみかん風呂しようとしてます！"
"2024-12-03","10:45:42","味噌ラーメン@yuta_mgtorg2024","そういえばもう12月ですか…。
「良いお年を」が聞こえて年末を意識する時期、結構好きです。#mgtorg2024"
"2024-12-03","10:46:06","プリン@DFJCjy4gHbruyGo","おはようございます
今日雲ひとつ無い空でぽかぽかだ〜
昨日は韓国から来たお友達に東京案内を💫#mgtorg2024#GandNpic.x.com/mPgXHzJVlu"
"2024-12-03","10:46:29","801h@_801h","4か月近くあるんだよな（受験対応もあるんだろうけど）
こういう時間を有効に活用すべきだよねーって言いながらここ２年なんもしていないので・・・#mgtorg2024"
"2024-12-03","10:46:39","さとう@i029460965472","最近ずっと晴れてて嬉しい#mgtorg2024"
"2024-12-03","10:46:48","あもーれ@1sfzWkHIGu6XdGs","「休み」とはいうけど、そこをどう使うかがすでに試されてるって感じなのかな。#mgtorg2024"
"2024-12-03","10:46:58","味噌ラーメン@yuta_mgtorg2024","大学生といえば（無駄に？）長い春休み、ですもんね…笑
去年は半分以上バイトしてたなぁ#mgtorg2024"
"2024-12-03","10:47:08","駆け抜けろ！トランジスタくん！@transistor_y","ワクワク#mgtorg2024"
"2024-12-03","10:47:25","Metallica@dsmpG44yCS3083","#mgtorg2024冬休み&春休みは毎回無駄にしてきたな…今年（来年）はマジで頑張らないと。"
"2024-12-03","10:48:39","けいたつ I 世界に名が轟く会社をつくる@_kk_marumaru","休みが最大の勉強時間っていう暗示だ#mgtorg2024"
