"date","time","account","text"
"2024-11-12","10:01:23","長岡 健@TakeruNagaoka","経営組織論（第８回）「働き方の変化」#mgtorg2024おはようございます。いい天気で、とても気分のいい朝です。

ただし、気分がいい時の授業は早口になりがちなので（元々、早口なんですが・・・）、今日は、「ゆっくり話そう」と意識したいと思いす。

さあ今日も楽しく学ぼう！pic.x.com/LvcJUVVivL"
"2024-11-12","10:41:01","けいたつ I 世界に名が轟く会社をつくる@_kk_marumaru","今日はオフラインで！楽しみにしてます！よろしくお願いいたします！#mgtorg2024"
"2024-11-12","10:45:12","あもーれ@1sfzWkHIGu6XdGs","大学在籍最後のカフェゼミか…。感慨深いな。#mgtorg2024"
"2024-11-12","10:45:24","まる@oDApfas7DPvsAp3","おはようございます☀️
今日は前髪巻きすぎたなあ〜と思いながら家を出ました笑#mgtorg2024"
"2024-11-12","10:46:00","竹@hundred_bamboo","おはようございます！週末は長野でりんご狩りをして、200個以上のりんごをゲットし、信州サーモンを2回食べ、ツルヤでジャムを買い、雷鳥の里を自分用お土産にする充実ぶりでした✌️今週もお願いします！#mgtorg2024pic.x.com/G16xtbOOQj"
"2024-11-12","10:47:04","あもーれ@1sfzWkHIGu6XdGs","オレたちの両親といった大人がロールモデルたりえない時代になってしまったからこそ、自分の頭で考える力を身につけていかないといけない。大変な時代だね。#mgtorg2024"
"2024-11-12","10:47:11","こんぺい@yu813508346040","最近夜寒くて、マフラーと手袋が手放せません🧤🧣#mgtorg2024"
"2024-11-12","10:47:40","Metallica@dsmpG44yCS3083","#mgtorg2024今日も頑張るぞ！寒い中大学来れた！超小さいけど自分的にはそれは凄いことだぞ！よくやった👍"
"2024-11-12","10:47:47","味噌ラーメン@yuta_mgtorg2024","おはようございます☀
中央線のグリーン車、今は無料で乗れるので、超快適に通学してきました#mgtorg2024"
"2024-11-12","10:48:28","ペパーミント@If8Rywjdt","週末は東京都庭園美術館の芝生でピクニックしました🧺🥖#mgtorg2024pic.x.com/uaagZCn2Hv"
"2024-11-12","10:48:56","Metallica@dsmpG44yCS3083","#mgtorg2024トランプさん政治的なことは置いといて、あのバイタリティは尊敬せざるを得ないな…俺もあんなアグレッシブな人になりたいわ。"
"2024-11-12","10:50:16","あもーれ@1sfzWkHIGu6XdGs","倉貫さん大人しめな人に見えるけど、表に出ないだけで、静かに炎が燃え上がってる…みたいな感じがする。#mgtorg2024"
"2024-11-12","10:51:29","けいたつ I 世界に名が轟く会社をつくる@_kk_marumaru","強制だったら60点くらいは出せるけど90点以上を出すには能動的な自由意志が ないと難しいですよね、って思いました#mgtorg2024"
