"date","time","account","text"
"2024-11-26","09:56:06","長岡 健@TakeruNagaoka","経営組織論（第９回）「ゲスト講義③」#mgtorg2024おはようございます。寒なって体調を崩す人が増えてます。大切なのは「治療より予防」の意識。予防の方が圧倒的に低コストですが、ある程度コストを掛けて予防したいですね。

暖かいコーヒーを飲んで、さあ今日、も楽しく学ぼう！pic.x.com/hWBimEyVJ6"
"2024-11-26","10:41:28","1a2b3c@k4WfEI4vHaJvCel","#mgtorg2024朝から鼻水が止まらない"
"2024-11-26","10:41:38","まる@oDApfas7DPvsAp3","おはようございます☀️
ゲスト講義楽しみにしてました！！！
そして、チョコレートありがとうございます！！🍫#mgtorg2024pic.x.com/5vh7QYfD2r"
"2024-11-26","10:42:47","ペパーミント@If8Rywjdt","おはようございます☀#mgtorg2024"
"2024-11-26","10:43:41","上腕三頭筋@jo13tokin","おはようございます🌞🌞🌞☀#mgtorg2024"
"2024-11-26","10:43:41","プリン@DFJCjy4gHbruyGo","おはようございます
天気いいし対面行く気マンマンだったのに体調不良でいけなかった😭
でも楽しみにしてましたゲスト講演🙌🏻#mgtorg2024"
"2024-11-26","10:44:19","まる@oDApfas7DPvsAp3","12/5（木）カフェゼミです！#mgtorg2024x.com/tnlabmelc/stat…"
"2024-11-25","19:28:20","法政大学 経営学部 長岡ゼミ/研究室@tnlabmelc","\ カフェゼミまで あと10日‼︎ /

今回のゲストは「渋谷のラジオ」理事長・西樹さん📻 まちをつなぐコミュニティラジオの可能性について、お菓子片手に考えてみませんか？😊

📅 12/5（木）18:10～
📍 渋谷ヒカリエ 8/COURT

🎟️ 学生500円 / 社会人1000円
🔗 詳細・申込 ⬇︎peatix.com/event/4161057"
"2024-11-26","10:44:39","ぽぽ@XcClFOZXcL85543","おはようございます！
先週は初めてライブに行きました😊
とても盛り上がってて楽しかったです#mgtorg2024"
"2024-11-26","10:44:49","ペパーミント@If8Rywjdt","cafezemi65.peatix.com/?fbclid=IwZXh0…#mgtorg2024"
"2024-11-26","10:45:25","石川沙絵子@ワカルクCEO｜バックオフィス代行@SaekoIshikawa","本日、法政大学長岡先生の講義にゲストに呼んでいただいています！#mgtorg2024x.com/takerunagaoka/…"
"2024-11-26","10:46:01","駆け抜けろ！トランジスタくん！@transistor_y","ワクワク#mgtorg2024"
"2024-11-26","10:46:17","竹@hundred_bamboo","おはようございます！
週末はレポートに追われてました！
先週修理に出したイヤホンがもう届いたので仕事の早さに感謝しかありません…
めちゃくちゃ美味しいチョコレートをありがとうございます！！#mgtorg2024"
"2024-11-26","10:46:23","こんぺい@yu813508346040","おはようございます！
教室来たらティラミスチョコあって嬉しい🍫いただきます！#mgtorg2024"
"2024-11-26","10:48:00","やや@afvvfxcgrec","ゲスト講義対面で受けるの初めてだから楽しみ#mgtorg2024"
"2024-11-26","10:48:37","まめきち@mamekiti_hamham","なんだか体にいいものが食べたくて…
今日ゲスト講義！ご夫婦で登壇！楽しみー！#mgtorg2024pic.x.com/z54u2TgnBF"
