date,time,account,text
2024-10-01,09:59:35,長岡 健@TakeruNagaoka,"経営組織論（第２回）「ピラミッド組織の原理とその変化」#mgtorg2024おはようございます。少し風が強いですが、体感温度は秋。コーヒーを飲みながら学びを深めるのにいい感じの気候になりました。

この授業も今日からハイフレックス講義。さあ今日も、楽しく学ぼう！pic.x.com/f8mJJji8CW"
2024-10-01,10:42:50,まる@oDApfas7DPvsAp3,おはようございます☀️#mgtorg2024
2024-10-01,10:43:46,プリン@DFJCjy4gHbruyGo,"おはようございます🌿🥯
電車遅延してた(；；)#mgtorg2024"
2024-10-01,10:44:02,てでぃ@yuan_nai44435,おはようございます！今日は教室から受けさせていただきます🎶#mgtorg2024
2024-10-01,10:44:08,あもーれ@1sfzWkHIGu6XdGs,おはようございます！対面参加が多くて嬉しい！#mgtorg2024
2024-10-01,10:44:11,カープ@PgjCrf,朝から運動して朝活！！気分いいなー#mgtorg2024
2024-10-01,10:44:13,ひの@hosei_univ_3,"おはようございます〜
今日は教室で受けています#mgtorg2024"
2024-10-01,10:44:23,上腕三頭筋@jo13tokin,よろしくお願いしやす！！#mgtorg2024
2024-10-01,10:44:32,まんじゅう@QLVCU1YlWT2mPef,おはようございます！#mgtorg2024
2024-10-01,10:45:05,まめきち@mamekiti_hamham,"おはようございます！
ハンドルネームは家族の🐹から、まめきちです！#mgtorg2024"
2024-10-01,10:45:14,竹@hundred_bamboo,"おはようございます！
初登校で迷わないかドキドキでした…
地元静岡駅が就活生だらけでなぜ？？と思いながら通学してきましたが、内定式の日と聞いてスッキリしました☺️#mgtorg2024"
2024-10-01,10:45:16,カープ@PgjCrf,家で受けられるの最高なのにな#mgtorg2024
2024-10-01,10:45:31,インドアなアウトドア派@indoornaoutdoor,先週のこの時間、病院に行っていたのでアーカイブがあるのはありがたかった！#mgtorg2024
2024-10-01,10:45:57,ブギーマン@VQQZxkcsam77969,この授業かなり新しい#mgtorg2024
2024-10-01,10:46:05,ペパーミント@If8Rywjdt,今日のお供はこれ#mgtorg2024pic.x.com/hIJ8oLAwE0
2024-10-01,10:46:41,うちだ@uchi_da0808,#mgtorg2024ひさびさ経営組織論！
2024-10-01,10:46:48,Metallica@dsmpG44yCS3083,グループディスカションとかするなら対面がいいな。スライドをなぞるだけならオンデマンドがいいわ。#mgtorg2024
2024-10-01,10:47:49,あもーれ@1sfzWkHIGu6XdGs,まさに情報伝達と対話の違いだね。2つのモードをうまく使い分けられるようになりたいね。#mgtorg2024x.com/dsmpG44yCS3083…
2024-10-01,10:47:49,noir@hoseinoir,今日は昼に別の用事を入れたので家から！こういうことができるのもいい側面だわね#mgtorg2024
